,danceability,energy,key_x,loudness_x,mode_x,speechiness,acousticness,instrumentalness,liveness,valence,tempo_x,type,duration_ms,time_signature_x,track_number,track_id,album_id,artista,start,duration,confidence,loudness_y,tempo_y,tempo_confidence,key_y,key_confidence,mode_y,mode_confidence,time_signature_y,time_signature_confidence
0,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,38.63142,1.0,-11.862,135.065,0.469,0,0.069,0,0.26,4,0.976
1,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,38.63142,10.33381,0.249,-12.005,139.005,0.494,5,0.553,0,0.555,4,0.667
2,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,48.96523,15.17116,0.406,-11.954,138.769,0.488,8,0.795,1,0.733,4,0.409
3,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,64.13639,8.49144,0.942,-16.937,142.203,0.466,0,0.526,0,0.496,4,0.947
4,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,72.62783,17.58755,0.148,-16.151,139.019,0.53,3,0.433,1,0.544,4,0.5
5,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,90.21538,27.88724,0.947,-9.857,137.708,0.484,5,0.083,0,0.466,3,0.094
6,0.499,0.406,5,-12.104,0,0.0712,0.754,4.17e-05,0.116,0.837,136.329,audio_features,154341,4,1,7nCdeDrv9Tu4nsT3K638em,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,118.10262,36.23829,0.708,-11.238,132.212,0.487,7,0.289,0,0.434,4,0.939
7,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,17.37081,1.0,-14.305,181.22,0.433,5,0.304,0,0.232,4,1.0
8,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,17.37081,12.07803,0.634,-13.256,179.599,0.36,3,0.167,1,0.444,4,1.0
9,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,29.44884,26.91188,0.702,-13.688,177.005,0.372,5,0.314,0,0.367,4,1.0
10,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,56.36072,17.79194,0.744,-13.14,180.102,0.466,8,0.513,1,0.48,3,0.394
11,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,74.15266,12.26001,0.442,-16.0,177.258,0.338,3,0.163,1,0.28,3,1.0
12,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,86.41268,43.867,0.357,-15.152,175.041,0.413,3,0.0,1,0.255,3,1.0
13,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,130.27968,17.59477,0.718,-12.478,175.411,0.402,5,0.483,0,0.534,3,0.938
14,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,147.87447,22.00514,0.431,-14.079,172.526,0.339,10,0.078,1,0.314,4,0.95
15,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,169.8796,16.98308,0.551,-12.75,171.892,0.348,3,0.834,1,0.651,3,0.588
16,0.389,0.262,5,-13.983,0,0.0476,0.83,0.00393,0.218,0.687,176.001,audio_features,193547,3,2,7o3lr6ptQ4qAP4uUl81zG1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,186.86269,6.68399,0.993,-32.457,0.0,0.0,3,0.0,1,0.0,4,0.333
17,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,10.32918,1.0,-22.909,76.056,0.273,2,0.0,1,0.0,3,0.818
18,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,10.32918,14.52773,0.082,-16.629,74.806,0.244,2,0.435,1,0.515,3,0.2
19,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,24.85691,25.83575,0.047,-18.458,72.76,0.284,0,0.276,0,0.36,4,0.062
20,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,50.69266,34.62329,0.462,-23.354,89.992,0.374,4,0.424,0,0.331,4,0.444
21,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,85.31595,9.0319,0.506,-14.104,146.424,0.32,2,0.606,1,0.612,4,1.0
22,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,94.34784,9.57028,0.34,-20.931,138.776,0.252,0,0.064,0,0.128,4,1.0
23,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,103.91812,6.81874,0.149,-24.473,141.077,0.339,5,0.194,1,0.488,4,1.0
24,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,110.73686,17.13618,0.007,-17.542,139.828,0.265,4,0.404,0,0.808,4,1.0
25,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,127.87304,5.59652,0.731,-14.353,140.648,0.12,6,0.0,1,0.0,4,1.0
26,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,133.46956,51.25562,0.77,-22.459,74.436,0.212,4,0.578,0,0.685,4,0.6
27,0.186,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.103,0.0731,74.905,audio_features,200297,4,3,3GRRmV65lSUxQ82GHyVAZO,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,184.72517,15.57138,0.067,-29.258,76.846,0.116,4,0.0,1,0.0,4,1.0
28,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,27.04785,1.0,-14.336,159.96,0.391,3,0.775,1,0.671,5,0.58
29,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,27.04785,15.71599,0.759,-10.957,161.243,0.349,8,0.678,1,0.351,4,0.095
30,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,42.76384,20.08817,0.635,-12.493,159.456,0.405,3,0.703,1,0.658,4,0.818
31,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,62.85201,18.1936,0.507,-12.702,160.685,0.458,3,0.367,1,0.334,4,0.979
32,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,81.0456,13.38974,0.592,-14.557,160.736,0.469,8,0.478,1,0.434,4,1.0
33,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,94.43535,19.85426,0.65,-16.46,160.472,0.339,8,0.581,1,0.592,4,0.872
34,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,114.28961,21.89424,0.324,-18.036,161.546,0.442,7,0.292,0,0.425,5,0.965
35,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,136.18385,28.92813,0.865,-14.636,161.07,0.463,3,0.702,1,0.56,5,1.0
36,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,165.11198,16.01561,0.239,-14.146,161.409,0.37,3,0.033,1,0.2,5,0.976
37,0.436,0.202,3,-14.218,1,0.0547,0.943,0.191,0.109,0.634,160.477,audio_features,192992,5,4,5e6IB3ls75JPn0tpXggs4W,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,181.1276,11.86479,0.657,-16.88,158.718,0.259,6,0.0,0,0.0,1,0.8
38,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,9.30372,1.0,-15.131,118.006,0.591,1,0.0,1,0.0,4,1.0
39,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,9.30372,36.2414,0.085,-16.048,119.727,0.435,7,0.538,0,0.352,4,0.286
40,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,45.54512,27.53289,0.325,-15.084,121.634,0.421,8,0.18,1,0.259,4,0.412
41,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,73.07802,15.83157,0.569,-17.054,120.937,0.357,8,0.613,1,0.455,1,0.389
42,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,88.90959,15.13528,0.777,-15.912,122.237,0.519,8,0.536,1,0.458,4,0.636
43,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,104.04487,31.80548,0.844,-14.175,118.83,0.453,8,0.078,1,0.258,1,0.385
44,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,135.85036,13.84344,0.34,-13.209,112.896,0.593,8,0.077,1,0.405,1,0.833
45,0.5,0.286,8,-15.187,1,0.0743,0.852,0.00278,0.216,0.771,119.679,audio_features,155746,4,5,1BKp2En4K35hf0KQ8oPAlZ,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,149.69379,6.0522,0.825,-38.411,0.0,0.0,1,0.0,1,0.0,1,0.667
46,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,33.66834,1.0,-18.012,99.074,0.421,5,0.207,1,0.234,4,0.312
47,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,33.66834,11.72064,0.229,-17.479,103.203,0.352,5,0.211,1,0.484,3,1.0
48,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,45.38898,14.35504,0.275,-17.664,100.452,0.43,7,0.538,0,0.613,3,0.4
49,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,59.74402,7.70074,0.093,-19.233,101.541,0.269,5,0.173,1,0.563,4,1.0
50,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,67.44476,14.25557,0.095,-19.129,100.274,0.387,7,0.157,1,0.334,4,1.0
51,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,81.70033,11.82779,0.544,-16.074,101.294,0.297,7,0.452,0,0.457,4,1.0
52,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,93.52812,20.28154,0.579,-17.792,101.184,0.38,2,0.05,0,0.367,4,0.583
53,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,113.80966,17.63208,0.596,-19.922,102.362,0.379,7,0.165,0,0.519,5,0.5
54,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,131.44176,22.93152,0.548,-17.75,101.955,0.376,5,0.418,1,0.386,4,1.0
55,0.477,0.252,5,-18.09,1,0.0341,0.866,0.00218,0.0657,0.57,100.783,audio_features,168760,4,6,6Tq8Fj8jZQIO24XhXV5Dno,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,154.37328,14.387,0.581,-15.259,102.943,0.184,10,0.452,1,0.718,4,1.0
56,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,19.24495,1.0,-16.179,90.183,0.581,6,0.364,1,0.543,3,1.0
57,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,19.24495,22.7127,0.611,-13.973,87.571,0.519,8,0.095,1,0.413,3,0.846
58,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,41.95765,54.20744,0.507,-13.433,86.836,0.516,3,0.299,1,0.512,4,0.118
59,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,96.16509,23.56454,0.691,-18.611,86.95,0.464,3,0.515,0,0.599,4,0.867
60,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,119.72963,35.15863,0.684,-12.782,85.578,0.546,5,0.035,0,0.239,4,0.958
61,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,154.88826,10.36093,0.5,-16.669,85.932,0.565,3,0.0,1,0.0,4,1.0
62,0.477,0.271,8,-14.363,1,0.0453,0.893,0.00359,0.131,0.597,86.111,audio_features,189925,4,7,4R7zWSh3kH7mAftCc1SUg1,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,165.2492,24.6757,0.346,-14.289,83.477,0.502,6,0.217,1,0.308,4,1.0
63,0.488,0.176,5,-15.979,1,0.0399,0.932,0.00345,0.0935,0.497,135.593,audio_features,181989,4,8,0Wz6DLq8NBoi1viEqrdH9B,0QWea2w5Y6pSoSWHuc7JMf,Miles D. - Cool,0.0,61.07734,1.0,-15.996,134.496,0.352,5,0.502,1,0.465,4,0.985
