,danceability,energy,key_x,loudness_x,mode_x,speechiness,acousticness,instrumentalness,liveness,valence,tempo_x,type,duration_ms,time_signature_x,track_number,track_id,album_id,artista,start,duration,confidence,loudness_y,tempo_y,tempo_confidence,key_y,key_confidence,mode_y,mode_confidence,time_signature_y,time_signature_confidence
130,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,0.0,16.4439,1.0,-14.499,97.328,0.344,2,0.374,1,0.48,4,1.0
131,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,16.4439,8.39362,0.4,-13.513,94.298,0.262,2,0.0,1,0.0,4,1.0
132,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,24.83753,24.37473,0.286,-11.382,93.375,0.377,7,0.519,1,0.535,4,1.0
133,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,49.21226,15.80376,0.282,-13.461,94.597,0.436,2,0.426,1,0.487,4,1.0
134,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,65.01602,41.48697,0.038,-11.281,91.998,0.505,4,0.125,0,0.239,4,1.0
135,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,106.50299,24.11549,0.21,-11.798,92.008,0.568,2,0.443,1,0.463,4,1.0
136,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,130.61847,7.25832,0.343,-11.6,90.598,0.466,2,0.0,1,0.0,4,0.778
137,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,137.87679,34.43272,0.167,-11.245,92.296,0.506,7,0.139,1,0.384,4,0.94
138,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,172.30951,15.78662,0.547,-19.0,95.032,0.55,4,0.0,0,0.0,4,1.0
139,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,188.09615,7.88344,0.098,-19.456,91.594,0.614,2,0.0,1,0.0,4,0.667
140,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,195.97958,33.58744,0.154,-18.826,93.348,0.524,7,0.438,1,0.482,4,0.939
141,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,229.56702,57.13259,0.764,-29.02,91.849,0.438,10,0.304,0,0.412,4,0.988
142,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,286.69962,24.39089,1.0,-11.441,90.891,0.406,7,0.029,1,0.328,4,1.0
143,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,311.0905,18.50549,0.202,-10.64,90.492,0.374,2,0.541,1,0.594,4,1.0
144,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,329.596,7.35233,0.268,-11.676,89.958,0.294,3,0.0,1,0.0,4,1.0
145,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,336.94833,13.9248,0.444,-12.175,91.321,0.342,11,0.698,0,0.71,4,1.0
146,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,362867,4,4,3E7FQp6WyhCNVgcWeEZFJw,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,350.87314,11.99354,0.486,-24.72,0.0,0.0,11,0.0,0,0.0,4,1.0
147,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,0.0,11.05961,1.0,-29.449,94.349,0.728,5,0.021,0,0.327,4,1.0
148,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,11.05961,10.2392,0.754,-18.545,93.773,0.832,4,0.014,1,0.321,4,1.0
149,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,21.29881,10.24648,0.621,-11.913,93.187,0.281,8,0.0,1,0.0,4,1.0
150,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,31.54529,9.09532,0.572,-15.385,92.118,0.853,7,0.745,1,0.7,4,1.0
151,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,40.6406,12.70423,0.436,-11.852,95.062,0.4,9,0.24,1,0.644,4,1.0
152,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,53.34483,47.12907,0.421,-11.423,95.33,0.441,7,0.836,1,0.557,4,1.0
153,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,100.4739,18.20626,0.245,-10.393,95.071,0.466,10,0.686,0,0.551,4,1.0
154,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,118.68016,14.55423,0.041,-8.587,94.257,0.444,0,0.091,0,0.485,4,1.0
155,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,133.23439,21.17195,0.075,-10.779,93.841,0.448,4,0.13,1,0.223,4,1.0
156,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,154.40636,14.69672,0.612,-18.741,93.674,0.6,7,0.629,1,0.539,4,1.0
157,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,169.10307,25.59021,0.273,-18.492,93.348,0.616,7,0.638,1,0.47,4,0.091
158,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,194.69328,63.63201,0.508,-18.291,93.619,0.562,7,0.708,1,0.569,4,0.2
159,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,258.3253,28.45756,1.0,-32.735,92.907,0.546,10,0.213,0,0.312,3,0.227
160,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,286.78284,73.07554,0.014,-32.202,92.794,0.551,10,0.604,0,0.565,4,0.738
161,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,359.85837,20.22221,0.562,-24.131,91.993,0.713,8,0.525,1,0.534,4,1.0
162,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,380.0806,9.99531,0.862,-13.928,90.47,0.337,0,0.0,0,0.0,4,1.0
163,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,390.0759,10.6013,0.434,-19.646,90.899,0.745,0,0.0,1,0.0,4,1.0
164,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,400.6772,14.16338,0.402,-13.65,92.726,0.297,8,0.15,0,0.52,4,1.0
165,0.597,0.197,10,-16.144,0,0.0516,0.676,0.0168,0.128,0.41,93.371,audio_features,425627,4,5,6ajMQchIMdFZZfcJZiKhm0,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,414.84058,10.78609,0.47,-25.243,0.0,0.0,11,0.793,1,0.498,4,1.0
166,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,0.0,16.27431,1.0,-14.704,136.947,0.194,1,0.112,1,0.359,3,0.478
167,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,16.27431,16.49185,0.411,-16.498,137.495,0.213,1,0.402,1,0.555,3,0.69
168,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,32.76617,29.28575,0.815,-17.59,136.999,0.197,6,0.0,1,0.0,3,0.543
169,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,62.05191,54.50261,0.641,-24.075,171.968,0.285,10,0.571,0,0.428,3,1.0
170,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,116.55453,23.47321,0.924,-21.346,172.453,0.3,6,0.0,1,0.0,3,1.0
171,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,140.02773,10.24581,0.612,-23.815,170.501,0.301,8,0.303,1,0.517,3,1.0
172,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,150.27354,16.31028,0.825,-23.759,169.285,0.288,10,0.338,0,0.2,3,1.0
173,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,166.58383,24.17475,1.0,-14.548,172.431,0.189,10,0.0,0,0.0,3,1.0
174,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,190.75858,50.792,1.0,-22.87,169.651,0.186,8,0.002,1,0.102,3,0.957
175,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,241.55057,12.39045,0.914,-17.087,169.053,0.16,8,0.129,1,0.614,3,1.0
176,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,258266,3,6,360beQMahQ2FdZ9OmWYiBT,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,253.94102,4.32537,0.863,-40.01,177.525,0.078,4,0.0,1,0.0,3,1.0
177,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,0.0,17.60948,1.0,-15.203,127.808,0.336,5,0.447,0,0.276,3,0.692
178,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,17.60948,14.93757,0.219,-11.771,128.731,0.358,8,0.284,1,0.407,3,1.0
179,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,32.54705,21.82927,0.614,-10.915,128.901,0.374,5,0.0,0,0.032,3,0.045
180,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,54.37632,32.97128,0.612,-12.309,129.139,0.421,10,0.003,0,0.202,4,1.0
181,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,87.3476,26.6577,0.686,-9.649,128.377,0.429,8,0.034,1,0.231,4,0.65
182,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,114.0053,7.42809,0.112,-9.178,128.38,0.377,7,0.006,1,0.181,4,0.769
183,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,121.43339,22.3706,0.136,-11.194,128.618,0.402,8,0.232,1,0.419,4,0.286
184,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,143.80399,21.01769,0.592,-9.188,128.319,0.405,8,0.493,1,0.681,4,0.333
185,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,164.82167,13.97008,0.506,-10.199,129.954,0.396,5,0.226,0,0.195,4,0.421
186,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,178.79175,24.97708,0.056,-10.894,127.275,0.341,8,0.0,1,0.0,1,0.528
187,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,203.76883,33.9092,1.0,-18.722,130.364,0.519,0,0.072,0,0.518,4,0.238
188,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,237.67802,28.97037,0.347,-17.654,132.802,0.544,0,0.062,0,0.411,4,0.694
189,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,266.6484,11.3091,0.63,-17.507,131.435,0.513,1,0.007,1,0.187,4,1.0
190,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,277.9575,22.62538,0.148,-18.208,135.237,0.538,1,0.11,1,0.355,4,1.0
191,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,300.5829,64.55531,1.0,-10.867,133.881,0.397,5,0.457,0,0.403,4,0.342
192,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,365.13818,16.61518,0.151,-10.547,129.823,0.38,1,0.0,1,0.0,3,0.4
193,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,381.75336,12.16662,0.41,-11.998,129.253,0.338,1,0.418,1,0.321,3,0.471
194,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,393.91998,13.42715,0.374,-13.586,125.962,0.372,0,0.0,0,0.0,4,0.65
195,0.469,0.54,5,-11.856,0,0.0796,0.307,1.12e-05,0.363,0.576,130.693,audio_features,418560,4,7,3DVtZVNqzVdijj75Py1YEY,7cZ6oBx0SEUPDAoxJtxNDh,John C. - Hard ,407.34714,11.21287,0.549,-14.463,124.496,0.314,1,0.0,1,0.0,4,0.882
